"";"OPK";"AVT";"GPN";"SDRL";"LEG";"ITC";"TEG";"IEX";"CSGP";"CSL"
"2012-07-30";4.29;31.17;43.5;32.15;20.88;23.52;54.39;36.8;84.19;48.84
"2012-07-31";4.24;30.82;42.65;31.48;21.07;23.64;53.89;36.66;82.53;48.81
"2012-08-01";4.09;30.56;42.06;31.61;21.08;23.4;53.84;36.01;79.9;47.89
"2012-08-02";4.12;30.33;41.86;31.23;20.88;23.26;53.58;35.94;79.32;46.65
"2012-08-03";4.29;31.18;42.52;31.88;20.98;23.39;54.44;37.91;82.61;47.85
"2012-08-06";4.27;31.65;42.86;32.19;20.7;23.03;54.56;37.87;82.73;48.73
"2012-08-07";4.27;32.03;43.31;32.67;20.92;22.86;54.38;38.65;82.27;49.39
"2012-08-08";4.26;30.23;42.89;32.7;21.15;22.7;54.43;38.24;83.25;49.36
"2012-08-09";4.25;31.73;42.5;32.77;21.07;22.69;52.34;38.23;83.21;49.59
"2012-08-10";4.25;31.82;42.76;32.82;21.02;22.97;51.98;38.34;83.08;49.88
"2012-08-13";4.24;31.81;42.24;32.51;21.09;22.98;51.84;38.4;83.5;49.69
"2012-08-14";4.17;31.83;41.84;32.65;21.11;23.11;51.88;38.53;83.24;49.52
"2012-08-15";4.21;32.12;41.05;32.79;21.1;22.86;51.21;38.82;84.22;50.04
"2012-08-16";4.29;32.5;41.41;33.22;21.48;23.2;50.74;39.03;81.82;50.18
"2012-08-17";4.31;32.71;40.8;33.48;21.7;23.37;50.54;39.55;82.65;50.66
"2012-08-20";4.36;32.79;40.2;33.56;21.44;23.36;50.48;39.47;83.39;50.54
"2012-08-21";4.3;32.45;39.74;33.39;21.43;23.09;50.1;39.41;82.92;51.13
"2012-08-22";4.37;31.56;39.99;33.5;21.43;23.11;49.75;38.96;83.41;51.03
"2012-08-23";4.52;31.67;40.08;33.28;21.42;22.83;49.11;38.7;82.55;50.45
"2012-08-24";4.52;31.75;40.7;33.38;21.72;23.05;49.24;38.66;80.32;51.07
"2012-08-27";4.5;31.47;41.09;33.63;21.6;23.19;49.27;38.56;81.17;50.84
"2012-08-28";4.44;31.58;41.42;33.4;21.54;23.12;49.23;38.14;81.49;50.55
"2012-08-29";4.45;31.96;41.42;33.31;21.57;23.22;49.2;38.1;81.16;50.57
"2012-08-30";4.44;31.14;41.17;33.21;21.57;23.11;48.83;37.98;80.98;50.38
"2012-08-31";4.44;31.52;41.51;33.46;21.58;23.05;48.65;38.3;81.25;50.8
"2012-09-04";4.5;31.25;41.41;33.49;21.81;23.06;48.97;38.7;82.45;51.97
"2012-09-05";4.47;31.25;41.77;32.75;21.73;23.14;48.63;38.29;81.83;50.95
"2012-09-06";4.5;32.1;41.95;33.05;21.94;23.51;49.33;39.51;82.5;51.81
"2012-09-07";4.5;32.06;41.7;33.86;22.03;23.66;48.92;39.88;82.26;51.95
"2012-09-10";4.38;31.69;42.32;33.12;22.09;23.66;48.9;39.7;82.37;52.02
"2012-09-11";4.4;31.79;42.35;33.35;22.34;23.57;48.89;39.59;81.59;52.22
"2012-09-12";4.37;32.02;42.47;33.66;22.44;23.36;48.1;39.63;81.23;52.43
"2012-09-13";4.45;32.15;42.87;33.95;22.78;23.53;48.54;39.39;82.34;53.41
"2012-09-14";4.45;32.65;43.22;34.11;23;23.51;48.19;39.89;83.41;53.56
"2012-09-17";4.43;31.92;43.48;33.51;22.92;23.54;48;39.59;83.07;52.16
"2012-09-18";4.44;30.95;43.12;33.24;22.77;24.02;47.67;39.92;83.11;51.42
"2012-09-19";4.4;30.33;43.63;32.83;23.15;23.49;47.67;40.79;83.39;50.78
"2012-09-20";4.28;30.02;43.45;32.76;22.9;23.63;47.55;40.63;81.58;53.24
"2012-09-21";4.28;30.16;43.88;32.89;23.09;23.57;47.28;40.65;81.04;52.34
"2012-09-24";4.11;29.15;43.59;32.98;22.86;23.86;47.45;40.07;81.54;51.74
"2012-09-25";4.13;28.31;43.42;32.98;22.82;23.99;47.43;39.89;81.26;51.06
"2012-09-26";4.14;28.29;43.11;32.19;22.35;24;47.64;39.64;81.36;50.2
"2012-09-27";4.18;28.67;43.65;32.86;22.79;23.95;47.1;40.28;82.59;50.36
"2012-09-28";4.18;28.47;41.69;32.5;23.04;24.21;47.04;40.14;81.54;50.39
"2012-10-01";4.16;27.91;41.65;32.99;22.83;24.15;49.22;40.07;82.4;50.69
"2012-10-02";4.18;28.17;42.81;33.27;22.49;24.27;49.59;39.73;83.31;51.12
"2012-10-03";4.39;27.96;42.63;32.32;22.9;24.54;49.62;39.81;83.63;51.04
"2012-10-04";4.44;28.58;43.74;32.43;22.84;24.79;49.77;39.99;83.68;51.16
"2012-10-05";4.5;28.52;43.67;32.6;23.08;24.71;49.74;40.04;83.51;51.65
"2012-10-08";4.38;28.23;43.18;32.57;23.12;24.73;50.03;39.87;82.87;51.78
"2012-10-09";4.31;27.96;42.71;32.44;23.01;24.64;49.85;38.92;81.7;50.53
"2012-10-10";4.29;26.74;42.48;32.5;22.88;24.62;49.83;38.8;81.86;50.36
"2012-10-11";4.25;26.69;42.84;32.71;22.82;24.63;49.52;38.82;82.34;50.9
"2012-10-12";4.36;26.43;42.98;32.77;22.73;24.52;49.1;38.58;81.4;50.35
"2012-10-15";4.34;26.49;43.03;33.03;23.15;24.89;49.48;39.02;81.39;51.22
"2012-10-16";4.38;27.4;43.32;33.86;23.45;25.03;49.37;39.59;82.16;51.95
"2012-10-17";4.55;27.47;43.68;34.14;23.83;25.19;50.26;40.36;82;52.29
"2012-10-18";4.69;27.49;43.4;34.5;24.03;25.37;50.11;40;80.96;51.74
"2012-10-19";4.42;27.25;43.27;34.33;23.79;25.05;49.73;39.29;77.47;50.12
"2012-10-22";4.47;27.49;43.27;33.94;23.72;24.93;49.29;39.02;77.33;49.6
"2012-10-23";4.49;27.26;42.89;33.23;23.53;24.8;48.48;40.08;77.72;52.24
"2012-10-24";4.48;27.29;42.56;33.38;23.38;25.22;48.23;40.03;78.35;52.51
"2012-10-25";4.43;27.92;42.78;33.57;23.26;25.27;48.53;40.73;83.14;53.14
"2012-10-26";4.34;27.83;42.91;33.22;23.37;25.37;48.28;40.81;84.49;53.31
"2012-10-31";4.28;28.04;42.61;33.42;24.4;25.5;48.7;41.07;82.9;53.91
"2012-11-01";4.32;29;43.75;34.08;25.24;25.3;48.62;42.42;83.22;55.31
"2012-11-02";4.26;28.75;43.12;33.71;25.01;25.05;48.26;41.59;81;54.14
"2012-11-05";4.23;29.51;42.79;33.86;25.06;24.94;47.65;41.98;81.11;54.98
"2012-11-06";4.26;30.28;43.08;33.98;25.21;25.06;48.9;42.28;82.38;55.23
"2012-11-07";4.38;28.96;41.96;33.42;24.85;24.72;47.13;41.31;80.37;54.33
"2012-11-08";4.49;28.78;41.36;32.75;24.69;24.44;46.86;40.75;78.91;53.27
"2012-11-09";4.5;29;41.32;32.61;24.58;24.29;46.86;41.19;77.95;54.03
"2012-11-12";4.44;29.01;41.63;32.46;24.4;24.02;46.77;41.04;78.52;53.76
"2012-11-13";4.51;28.85;41.75;31.87;24.23;24.11;47.01;41.06;78.57;53.77
"2012-11-14";4.36;28.02;41.28;31.34;24.04;24;46.64;40.25;77.06;52.4
"2012-11-15";4.43;27.76;41.3;31.08;24.06;24.22;46.34;40.34;78.53;52.22
"2012-11-16";4.38;27.45;41.76;31.34;24.43;24.75;47.45;40.57;78.21;52.36
"2012-11-19";4.44;28.11;42.33;32.28;24.77;24.82;47.54;41.4;81.94;52.99
"2012-11-20";4.48;28.13;41.86;32.08;24.83;24.7;47.64;41.68;83.43;52.81
"2012-11-21";4.45;27.97;42.37;32.21;24.82;24.71;47.38;41.83;83.77;53.15
"2012-11-23";4.49;28.35;43.15;32.69;25.23;24.63;47.4;42.63;84.84;54.22
"2012-11-26";4.44;28.28;43.62;32.49;25.01;24.63;48.02;42.38;87.1;54.64
"2012-11-27";4.47;28.6;43.3;31.87;25;24.65;48.08;42.52;85.38;54.51
"2012-11-28";4.43;28.74;43.54;31.8;25.1;24.64;48.23;43.06;86.75;54.62
"2012-11-29";4.47;28.89;43.73;31.98;24.98;25.06;48.19;43.47;86.9;55.5
"2012-11-30";4.38;28.66;43.78;31.92;25.62;25.28;48.53;43.41;86.86;55.21
"2012-12-03";4.41;28.68;43.35;32.14;25.23;25.16;48.34;43.17;86.1;55.19
"2012-12-04";4.4;29.01;43.91;32.09;25.62;25.03;47.97;43.2;85.51;55.29
"2012-12-05";4.39;29.12;44.33;31.93;24.99;25.3;48.84;43.31;85.73;55.45
"2012-12-06";4.35;29.49;44.3;32.05;25.11;25.21;48.64;43.53;84.98;55.02
"2012-12-07";4.38;29.6;44.35;32.03;24.97;25.17;48.72;43.79;86.4;55.32
"2012-12-10";4.45;29.77;43.98;31.79;24.84;25.25;48.81;44.33;86.05;57.07
"2012-12-11";4.5;30.22;44.64;31.98;24.66;25.14;48.89;44.4;87.25;56.92
"2012-12-12";4.54;30.26;44.86;32.04;24.68;25.13;48.6;43.94;86.1;57.01
"2012-12-13";4.58;29.99;44.58;31.93;24.71;25.13;48.7;43.53;86.18;56.34
"2012-12-14";4.62;29.6;44.11;31.87;24.51;24.91;48.26;43.46;85.73;56.03
"2012-12-17";4.65;29.69;44.55;32.16;24.83;25.1;49.22;43.8;86.59;56.36
"2012-12-18";4.71;30.72;45.4;32.56;25.41;25.23;49.69;44.42;88.69;57.09
"2012-12-19";4.76;30.81;45.27;32.82;25.39;25.11;48.96;44.44;87.49;57.08
"2012-12-20";4.71;30.94;45.55;32.68;25.56;25.13;49.4;44.85;89.54;57.83
"2012-12-21";4.67;30.46;44.72;32.39;24.95;24.82;48.62;44.67;88.09;57.35
"2012-12-24";4.64;30.36;44.62;32.45;24.84;24.93;48.46;44.62;88.02;56.75
"2012-12-26";4.68;29.93;44.34;31.87;24.81;24.51;48;44.58;86.82;56.53
"2012-12-27";4.74;29.94;44.69;32;24.85;24.6;47.68;44.55;87.31;56.04
"2012-12-28";4.73;29.24;44.46;31.49;24.58;24.5;47.11;44.34;87.25;56.51
"2012-12-31";4.81;29.95;45.17;31.89;25.31;24.75;47.67;44.93;89.37;57.24
"2013-01-02";5;31.21;46;33.04;25.8;25.31;48.92;46.29;93.08;58.92
"2013-01-03";5;31.01;46.24;32.67;25.93;25.47;49.11;46.39;91.01;59
"2013-01-04";5.16;30.84;47.06;32.75;26.05;25.94;49.56;46.44;91.42;58.99
